Time,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Units,Reference,Data Access And Licensing,,,
Emissions.CH4 Emissions from Energy[1],128.3793942,121.0095314,119.0989813,117.4667934,119.2063252,119.387452,122.4935943,123.5158838,126.8551329,128.9174603,127.5394669,124.8522734,121.7588458,120.2999392,120.2914857,122.314969,127.144215,128.5159966,126.0959497,124.6361863,128.0357744,129.0902639,126.6852558,133.1945136,138.9650135,142.1521625,144.6218548,144.0249864,146.6215026,143.7260115,147.4132419,151.189549,152.5861438,151.1408162,151.0444526,149.5463632,147.8640594,148.1975871,149.762633,148.9512675,141.4633195,143.1165639,145.0669134,,,MtCH4/Year,"Categories 1+2, plus 7A_Fossil-fuel-fires, in CEDS https://zenodo.org/records/12803197",,,,
Emissions.CH4 Emissions from Food and Land Use[1],121.9101619,122.8011697,123.1436548,123.6222578,124.5696737,124.8151984,125.6045173,125.3232945,126.5938228,128.1671873,128.4528653,128.5797812,128.1872269,129.3765546,130.2813024,131.3105226,131.5728386,129.756553,130.1870187,131.4095612,131.6458326,131.4889251,131.9322192,133.0687675,134.5094257,136.428986,137.3443901,138.5009474,139.5542355,139.7396915,140.2015033,140.8452186,144.0222935,144.5113875,144.9880487,145.9195776,147.4006004,148.4271391,149.579185,149.6342111,151.2354491,151.1994964,151.2667407,,,MtCH4/Year,"Category 3 in CEDS https://zenodo.org/records/12803197 plus time-averaged GFED (https://zenodo.org/records/4589756 1750-1997, https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/gfed4.1s_1997-2023.csv post-1997)",,,,
Emissions.CH4 Emissions from Other[1],43.18233343,43.91589998,44.71165638,45.61457758,46.47738041,47.28143025,48.18816848,49.07969417,49.939233,50.81919103,51.64032363,52.63009964,53.39927158,54.0195683,54.95445548,55.84038201,56.52948336,57.22888921,57.51124309,58.17627667,59.09468469,59.85034309,60.66561734,61.69593745,62.79791721,63.1087681,64.34743485,65.12903788,65.42288714,66.19688462,67.69519537,68.68485183,69.72074187,70.78568923,71.9404446,73.18802715,74.20568599,75.69395626,77.31504965,78.5974146,79.53048718,80.8007769,82.09584866,,,MtCH4/Year,"Categories 5+6, plus 7BC_Indirect-N2O-non-agricultural-N, in CEDS https://zenodo.org/records/12803197",,,,
Emissions.SO2 Emissions from Energy[1],140.2880359,135.7948421,132.6631475,130.6198536,131.8494818,132.3632231,131.5580573,134.1899243,135.2982971,134.940135,135.4869042,132.9287111,128.3974719,126.3800731,123.2852363,120.8116334,117.479736,117.2102639,113.9798317,108.4791844,107.8005392,108.4872765,107.3646523,111.7281901,117.0962406,122.9646159,123.6192214,122.383116,118.8463974,109.3999758,105.6907509,109.0382945,105.9876873,101.40317,96.66520346,91.23651278,87.83277046,84.8546238,83.25884488,81.43515157,69.56333224,72.35997793,73.46696071,,,MtSO2/year,All categories in CEDS https://zenodo.org/records/12803197,,,,
Emissions.SO2 Emissions from Food and Land Use[1],2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,2.043314366,,,MtSO2/year,"time-averaged GFED (https://zenodo.org/records/4589756 1750-1997, https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/gfed4.1s_1997-2023.csv post-1997)",,,,
Emissions.CO Emissions[1],850.1381763,835.4974698,930.4192425,825.0194012,849.4532643,866.8708951,873.8893806,909.4608845,905.1274123,883.9553493,895.7368085,1081.914308,864.1565127,894.6387934,1014.459806,908.4406863,874.270681,1159.112383,1036.17102,894.2046698,842.7544666,838.9310056,925.4893371,901.8129009,898.4272181,904.510045,934.2631091,883.7487563,825.5246956,831.9312539,863.2679526,815.1858402,856.4600027,802.5140775,856.092523,908.0816902,771.0144471,763.3082943,756.962124,832.6722877,743.578752,801.8427602,680.9544802,,,Mt CO/yr,CEDS https://zenodo.org/records/12803197 plus GFED (),,,,
Emissions.VOC Emissions[1],176.4892992,171.366141,189.5531161,165.7286444,169.9207671,170.3354659,172.8448529,180.562045,179.4222467,176.5312289,181.4499594,223.2966632,176.8941362,183.5736827,211.5638259,187.8385398,182.481317,247.436889,215.2519188,188.6163839,179.2642367,179.7784943,201.4094147,196.1525833,197.2175629,199.3778131,208.6660096,195.7246241,187.4851731,189.7662951,196.5354416,190.3865566,201.797856,191.4197391,207.1153018,220.792782,194.0076891,195.7040614,194.7279677,213.6134186,194.2557773,208.1651699,182.7472346,,,Mt VOC/yr,CEDS https://zenodo.org/records/12803197 plus GFED (),,,,
Emissions.NOx non AFOLU Emissions[1],96.86866818,94.89369014,92.45316092,92.23074281,94.66542379,96.07962995,98.35213942,101.8615011,105.5297407,108.0260222,108.6424427,109.2429167,109.6219913,110.6661423,110.5667046,112.0827373,113.0616725,113.9210312,113.3673219,111.8921377,114.2998022,113.8259971,113.9600672,117.3100849,121.5503902,124.5095603,127.4454671,130.9778857,131.2585205,123.0051623,122.3712862,126.9793883,126.0018382,123.6659218,121.2395296,119.583136,118.0782306,117.8129651,116.5980481,114.0781367,104.2175081,107.6027686,107.5259315,,,Mt NOx/yr,"Category 3 CEDS https://zenodo.org/records/12803197 plus BB4CMIP (consistent with GFED 4.1s, produced by the CMIP7 ScenarioMIP team led by IIASA)",,,,
Emissions.NOx AFOLU Emissions[1],24.02580092,23.04637709,27.02638389,22.29109605,23.33119961,23.52221937,24.01900168,24.35714843,25.11897425,23.78277054,23.97249348,29.26305995,23.23760785,24.98667832,28.258746,26.34713915,25.36220959,31.99391681,33.56426193,28.41269319,25.03682081,26.33237577,28.10223003,26.6034769,28.00389919,28.58431866,26.67426712,28.55163146,24.767521,24.6049038,27.80524038,25.41473789,26.17345085,24.00521407,25.7192738,27.24923283,25.17614359,25.3207061,24.28715816,27.66146406,25.87745924,26.37596111,22.77952268,,,Mt NOx/yr,"Categories except 3 CEDS https://zenodo.org/records/12803197 plus BB4CMIP (consistent with GFED 4.1s, produced by the CMIP7 ScenarioMIP team led by IIASA)",,,,
Emissions.HFC134a eq Emissions[1],70.55821054,64.43870611,59.51688986,65.73499544,65.60373083,75.26634192,78.65067622,76.92321841,84.02610254,88.59689716,91.62189052,96.83153976,95.03203257,104.2414777,114.213542,130.6803,150.0089037,168.4890834,190.2452109,207.6093961,222.4172104,234.4284726,254.6347091,277.9643966,303.5459871,327.6830555,347.7648165,367.3013463,384.3454271,395.7493552,421.212425,455.9784546,471.438739,503.3135063,531.4004393,571.3088358,606.188815,649.8984271,681.8664387,714.9996744,705.6151085,772.7007509,801.1690873,,,kt/year,Converted from https://github.com/ClimateIndicator/data/blob/main/data/greenhouse_gas_concentrations/ghg_concentrations.csv,,,,
Emissions.Total CH4 Emissions[1],293.4718895,287.7266011,286.9542926,286.7036287,290.2533793,291.4840806,296.2862801,297.9188724,303.3881887,307.9038385,307.6326559,306.0621543,303.3453443,303.6960621,305.5272436,309.4658736,315.246537,315.5014388,313.7942115,314.2220241,318.7762917,320.4295321,319.2830924,327.9592186,336.2723564,341.6899166,346.3136797,347.6549717,351.5986252,349.6625877,355.3099406,360.7196195,366.3291791,366.4378928,367.9729459,368.6539679,369.4703458,372.3186824,376.6568677,377.1828932,372.2292557,375.1168372,378.4295028,,,MtCH4/Year,"CEDS https://zenodo.org/records/12803197 plus time-averaged GFED (https://zenodo.org/records/4589756 1750-1997, https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/gfed4.1s_1997-2023.csv post-1997)",,,,
Emissions.Total CO2 Emissions[1],24457.05417,23853.81758,23415.75199,23777.83537,25287.91215,25603.90861,26143.21026,26590.96297,27257.22676,27341.09605,27706.71902,28157.23702,27787.3104,27730.77985,28883.5013,28965.66668,30271.94385,31809.7686,30449.48328,30857.90082,30809.02839,30472.77916,31406.26592,33746.54781,34037.88219,34506.78369,35962.00897,36130.70058,36956.01666,36817.4037,38845.39973,39784.42779,40653.57271,40419.45774,40847.95364,40938.15351,39824.53371,40222.56094,40576.7994,40892.68994,38567.0931,40546.16949,40836.53835,,,MtCO2/year,"GCP https://globalcarbonbudgetdata.org/latest-data.html v2024, v1.0.",,,,
Emissions.Total SO2 Emissions[1],142.3313503,137.8381565,134.7064618,132.6631679,133.8927962,134.4065374,133.6013717,136.2332386,137.3416115,136.9834493,137.5302186,134.9720255,130.4407863,128.4233875,125.3285507,122.8549477,119.5230503,119.2535782,116.0231461,110.5224987,109.8438536,110.5305909,109.4079667,113.7715045,119.139555,125.0079303,125.6625357,124.4264303,120.8897118,111.4432902,107.7340653,111.0816089,108.0310017,103.4464844,98.70851783,93.27982715,89.87608483,86.89793816,85.30215925,83.47846594,71.60664661,74.4032923,75.51027508,,,MtSO2/year,"CEDS https://zenodo.org/records/12803197 plus time-averaged GFED (https://zenodo.org/records/4589756 1750-1997, https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/gfed4.1s_1997-2023.csv post-1997)",,,,
Emissions.Total N2O Emissions[1],9545.476859,9354.282764,9560.902942,9705.050207,9747.579422,9731.853118,9781.798407,9963.684561,9928.475516,10042.85626,10117.79713,10043.8645,10109.91437,10055.79873,10199.73784,10447.73459,10470.61222,10396.8678,10563.5481,10542.91899,10423.85306,10526.09458,10697.60732,10863.18901,11213.35044,11294.76723,11398.31381,11761.26764,11561.46009,11432.88314,11806.17242,12076.44023,12227.35592,12095.2647,12234.89103,12281.3018,12337.99377,12562.32337,12492.50094,12519.81653,12656.52787,12764.15607,12893.1232,,,ktN2O/Year,PRIMAP https://zenodo.org/records/13752654 2024 v2.6,,,,
Emissions.Total NOx Emissions[1],120.8944691,117.9400672,119.4795448,114.5218389,117.9966234,119.6018493,122.3711411,126.2186495,130.6487149,131.8087927,132.6149362,138.5059767,132.8595991,135.6528206,138.8254506,138.4298764,138.4238821,145.914948,146.9315838,140.3048309,139.336623,140.1583729,142.0622973,143.9135618,149.5542894,153.093879,154.1197342,159.5295171,156.0260415,147.6100661,150.1765266,152.3941262,152.175289,147.6711359,146.9588034,146.8323689,143.2543742,143.1336712,140.8852062,141.7396008,130.0949673,133.9787297,130.3054541,,,Mt NOx/yr,"CEDS https://zenodo.org/records/12803197 plus BB4CMIP (consistent with GFED 4.1s, produced by the CMIP7 ScenarioMIP team led by IIASA)",,,,
CO2 Forcing.CO2 Effective Radiative Forcing[1],1.085965856,1.105647101,1.117907501,1.145146455,1.170156946,1.193937976,1.216979347,1.244432893,1.284028233,1.309906947,1.32999393,1.350964507,1.361970871,1.373588773,1.397073924,1.425763311,1.453077925,1.470238452,1.511192022,1.543176451,1.561002884,1.585461575,1.615869026,1.654387649,1.68147733,1.711722385,1.743892336,1.76971567,1.800858292,1.822507442,1.855428289,1.882533678,1.911688487,1.951171474,1.978868258,2.011700058,2.060013302,2.090190992,2.12356819,2.157748969,2.190500302,2.221572925,2.253998915,,,w/m^2,https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/ERF_best_1750-2023.csv,,,,
CH4 Forcing.CH4 Effective Radiative Forcing[1],0.434675382,0.441948812,0.448494059,0.454133519,0.458986729,0.464055466,0.469165855,0.473183485,0.478249272,0.483667146,0.486676462,0.491944172,0.494914624,0.495683029,0.497845889,0.499775258,0.500571345,0.501871682,0.505874101,0.508839039,0.509298575,0.508688255,0.509007563,0.510595865,0.510324616,0.50952696,0.509574562,0.512215152,0.514656002,0.516520632,0.518485105,0.520509703,0.522397133,0.524410384,0.527841921,0.531999278,0.535044203,0.537665448,0.540821123,0.543972268,0.548546231,0.554765289,0.560691177,,,w/m^2,https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/ERF_best_1750-2023.csv,,,,
N2O Forcing.N2O Effective Radiative Forcing[1],0.108013959,0.110810704,0.114728953,0.116624674,0.118901064,0.120726396,0.123739636,0.124368443,0.126699371,0.130186865,0.133254139,0.135559903,0.137285306,0.138334683,0.140123295,0.142094248,0.144920822,0.147685716,0.150202128,0.153447561,0.156696274,0.159140429,0.161247965,0.163538731,0.165672713,0.167991188,0.170724787,0.173131132,0.176040694,0.178302687,0.181124439,0.184362483,0.187145048,0.190099807,0.19365904,0.196586536,0.199145509,0.202029481,0.205650523,0.208488127,0.212231206,0.216260944,0.220280864,,,w/m^2,https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/ERF_best_1750-2023.csv,,,,
CO2 Forcing.Atmospheric CO2 Concentration[1],338.91,340.11,340.86,342.53,344.07,345.54,346.97,348.68,351.16,352.79,354.06,355.39,356.09,356.83,358.33,360.17,361.93,363.04,365.7,367.79,368.96,370.57,372.58,375.14,376.95,378.98,381.15,382.9,385.02,386.5,388.76,390.63,392.65,395.4,397.34,399.65,403.07,405.22,407.61,410.07,412.44,414.7,417.07,,,ppm,https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/ghg_concentrations_1750-2023.csv,,,,
N2O Forcing.Atmospheric N2O Concentration[1],301.062,301.9035,303.075,303.6525,304.3415,304.8985,305.809,306.011,306.7245,307.7825,308.71,309.418,309.945,310.264,310.8115,311.415,312.273,313.113,313.8935,314.8905,315.879,316.6235,317.2715,317.9825,318.6375,319.3485,320.1905,320.9415,321.8485,322.554,323.436,324.446,325.318,326.2485,327.3695,328.3025,329.124,330.04,331.1905,332.1,333.3,334.6,335.9,,,ppb,https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/ghg_concentrations_1750-2023.csv,,,,
CH4 Forcing.Atmospheric CH4 Concentration[1],1584.921393,1602.636083,1618.720889,1632.615266,1644.65,1657.26,1670.07,1680.1285,1692.913,1706.6845,1714.4015,1727.8595,1735.4915,1737.49,1743.083,1748.095,1750.236,1753.672,1764.065,1771.838,1773.143,1771.652,1772.554,1776.7495,1776.124,1774.142,1774.364,1781.2975,1787.747,1792.6855,1797.9145,1803.326,1808.372,1813.7645,1822.923,1834.0055,1842.1665,1849.2365,1857.777,1866.3,1878.7,1895.6,1911.8,,,ppb,https://github.com/ClimateIndicator/forcing-timeseries/blob/main/output/ghg_concentrations_1750-2023.csv,,,,
Energy Balance Model.Surface Temperature Anomaly[1],0.547303922,0.597303922,0.389803922,0.572303922,0.407303922,0.397303922,0.452303922,0.584803922,0.634803922,0.522303922,0.699803922,0.679803922,0.477303922,0.527303922,0.582303922,0.732303922,0.619803922,0.762303922,0.912303922,0.667303922,0.672303922,0.817303922,0.889803922,0.884803922,0.812303922,0.954803922,0.909803922,0.924803922,0.804803922,0.934803922,1.007303922,0.884803922,0.912303922,0.939803922,1.009803922,1.159803922,1.272303922,1.182303922,1.109803922,1.234803922,1.264803922,1.109803922,1.149803922,,,deg C,https://github.com/ClimateIndicator/data/blob/main/data/global_mean_temperatures/annual_averages.csv,,,,
Bio fuel.Bio fuel primary Energy FUEL[1],0.00011803,0.000107093,0.000135202,0.000176469,0.000208103,0.000246276,0.000303131,0.000307188,0.000322417,0.000344481,0.000383649,0.000398329,0.00039134,0.000411624,0.000446766,0.000471853,0.000452824,0.00046811,0.000480182,0.00048689,0.000477032,0.00047313,0.000537532,0.000608152,0.000723888,0.00084423,0.001060589,0.001409655,0.00192858,0.002200778,0.002491708,0.002623589,0.002727326,0.002954795,0.003120283,0.003241884,0.003389367,0.003456017,0.003743806,0.00403066,0.003852981,0.004071689,0.004295614,0.004743449,,zJ,"Energy Institute - Statistical Review of World Energy (2024); Smil (2017) – with major processing by Our World in Data. “Primary energy from biofuels” [dataset]. Energy Institute, “Statistical Review of World Energy”; Smil, “Energy Transitions: Global and National Perspectives” [original data].",,,,
Energy supply 1.Total Energy Supply[1],74852.77778,74466.66667,74038.88889,75244.44444,78711.11111,80900,82755.55556,85861.11111,89108.33333,90963.88889,92258.33333,92847.22222,93444.44444,93994.44444,95213.88889,97147.22222,100044.4444,100980.5556,101550,103305.5556,106025,107330.5556,109725,113763.8889,119488.8889,123475,126880.5556,130955.5556,132261.1111,130066.6667,136294.4444,139347.2222,141005.5556,143227.7778,144647.2222,145630.5556,147075,150052.7778,153791.6667,155277.7778,148908.3333,156461.1111,158622.2222,161188.8889,164505.5556,TWh,"summed coal, oil, gas. solar, wind, bio-fuels, other, nuclear, hydro. Inverted conversion to primary energy. Energy Institute - Statistical Review of World Energy (2024); Smil (2017) – with major processing by Our World in Data. “Primary energy from biofuels” [dataset]. Energy Institute, “Statistical Review of World Energy”; Smil, “Energy Transitions: Global and National Perspectives” [original data].",,,,
Bio fuel.bio fuel production[1],,,,,,,,,,,,,,,,,,,,,23.1458119,25.5572375,34.2991692,40.058282,43.3210098,49.9169365,61.3259188,77.6700997,98.8609688,107.2440035,123.8499785,127.5105671,128.9070145,138.6094525,148.3443219,148.570597,153.1515459,157.374637,170.5508059,176.8486547,168.1796857,175.9339038,186.9221022,199.0139564,,Mt,OECD FAO Agricultural Outlook 2024-2033,,,,
Energy demand 1.Electricity demand[1],,,,,,9886.064756,10180.78992,10670.62762,11140.62692,11657.95872,11961.41428,12222.52483,12336.40372,12599.92731,12923.57757,13381.86734,13797.15535,14128.60355,14511.01247,14926.27145,15564.69644,15800.00067,16358.19741,16935.72727,17737.2578,18464.5629,19167.40536,20059.61017,20436.64533,20278.17068,21589.44915,22277.51139,22831.2685,23464.91636,24073.3184,24303.81835,24977.3603,25729.96482,26776.55208,27138.72299,27016.62896,28543.67601,29203.616,29963.22999,31255.91438,TWh,same as supply,,,,
Energy demand 1.Share for Coal in Buildings[1],,,,,,,,,,,0.107255389,0.100937114,0.08373444,0.073682735,0.065662835,0.063657519,0.054200931,0.056305419,0.046162231,0.044275845,0.041673275,0.041368167,0.041014349,0.041027603,0.043230442,0.043457167,0.044612411,0.043524854,0.045058693,0.045115202,0.043319058,0.044146938,0.045315853,0.043215056,0.042768621,0.042796024,0.04180671,0.041800346,0.034508121,0.030552196,0.029534499,0.026634749,0.024684738,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Coal in Industry and Other[1],,,,,,,,,,,0.208448162,0.202988666,0.196193903,0.20054434,0.200017419,0.204044465,0.191260029,0.185733629,0.187687725,0.168259992,0.165461124,0.168746206,0.170207175,0.181951835,0.199451769,0.223967004,0.227130189,0.232594166,0.244160629,0.254977289,0.254710995,0.261916879,0.258290774,0.254662845,0.252742136,0.246649806,0.232532496,0.218052732,0.209343437,0.20276782,0.196722475,0.188027384,0.183511819,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Coal in Transport[1],,,,,,,,,,,0.005949743,0.005232594,0.004368687,0.003425636,0.002390544,0.001881541,0.001533352,0.001051958,0.000771443,0.000544401,0.000311544,0.000161768,7.68233E-05,5.54087E-05,9.04332E-05,0.000118021,9.90695E-05,0.000125294,0.000122094,0.000121577,7.70646E-05,9.53822E-05,5.92143E-05,2.80133E-05,3.28172E-05,2.31125E-05,2.17613E-05,0.000386346,0.000322362,0.00036402,0.000400888,0.00030365,0.000306052,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Electricity in Buildings[1],,,,,,,,,,,0.202466885,0.209394463,0.215321585,0.209200511,0.217990458,0.221512732,0.225642552,0.231789471,0.243686293,0.24613487,0.253489796,0.258304985,0.264288723,0.264921086,0.270598586,0.281849023,0.288950749,0.298221244,0.300592534,0.306483823,0.312589892,0.316739773,0.325336559,0.324631709,0.329868711,0.334758845,0.340345533,0.339917634,0.341532644,0.345229002,0.346126728,0.351862067,0.360975502,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Electricity in Industry and Other[1],,,,,,,,,,,0.16602429,0.168122918,0.170222106,0.172345667,0.175223144,0.175250685,0.179989537,0.179397629,0.181656498,0.184761265,0.187385927,0.18699649,0.191340737,0.19300974,0.189942137,0.188554365,0.191557624,0.195525491,0.196739914,0.194210222,0.195122702,0.201084577,0.203037031,0.208810924,0.213267487,0.213695027,0.219298397,0.225878404,0.230334115,0.230527725,0.232631739,0.237249751,0.240812594,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Electricity in Transport[1],,,,,,,,,,,0.013245489,0.012824999,0.012051381,0.01137205,0.010827831,0.010492045,0.010314006,0.010144806,0.00972144,0.00952757,0.009475568,0.009545733,0.009667137,0.009972444,0.009730873,0.009581792,0.009538407,0.009542111,0.009339613,0.009398409,0.00958651,0.010059581,0.0101232,0.010067858,0.009999024,0.009859744,0.010199253,0.010469199,0.011062221,0.011398962,0.012568254,0.013191324,0.013836501,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Gas in Buildings[1],,,,,,,,,,,0.205965304,0.214162977,0.216202046,0.214624367,0.215772645,0.221090783,0.233245373,0.226851017,0.223165096,0.225837657,0.231516766,0.229582518,0.232269585,0.237954564,0.23560357,0.233199151,0.231534884,0.235745004,0.23940228,0.236749445,0.240070856,0.237600863,0.229943183,0.239242592,0.236793138,0.235075198,0.23648539,0.238602484,0.248506032,0.251739613,0.248619707,0.252560627,0.248019127,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Gas in Industry and Other[1],,,,,,,,,,,0.198269937,0.194810623,0.194727944,0.19576546,0.194148114,0.191364498,0.197299348,0.198337754,0.198695645,0.200339192,0.208495398,0.20221459,0.198614904,0.192216352,0.18500154,0.179927057,0.177569753,0.177657763,0.179179544,0.171476787,0.179553337,0.182959433,0.184749628,0.184975849,0.183192265,0.18461489,0.18882615,0.193571108,0.197926631,0.202399905,0.201300152,0.205934282,0.202481415,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Gas in Transport[1],,,,,,,,,,,0.035874252,0.036610397,0.0362528,0.036237775,0.035194446,0.034265764,0.033224487,0.030545018,0.032405015,0.031794751,0.029374251,0.029929265,0.030987828,0.032489228,0.032579058,0.033361408,0.033058822,0.034439514,0.036915858,0.033709006,0.036771148,0.037881688,0.036276238,0.037398743,0.037225603,0.036638339,0.037581289,0.037875086,0.039759652,0.041440126,0.045654071,0.046052344,0.044079927,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Oil in Buildings[1],,,,,,,,,,,0.452626473,0.451170413,0.460437978,0.43913427,0.439843376,0.436174203,0.434276045,0.432946389,0.434172383,0.431998533,0.420849138,0.416059774,0.410283777,0.403777118,0.398628384,0.395370971,0.387986791,0.376439966,0.368945503,0.364968937,0.355665012,0.350299053,0.346715405,0.340490746,0.338073516,0.335112462,0.329920175,0.327265297,0.319740838,0.316401231,0.317349691,0.307726526,0.304692973,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Oil in Industry and Other[1],,,,,,,,,,,0.367592302,0.373061156,0.376711779,0.36869347,0.377385828,0.38162692,0.38984371,0.398378085,0.395171052,0.410073648,0.40115437,0.404085171,0.401561396,0.39504057,0.389705297,0.371910666,0.367703487,0.358948555,0.346749464,0.346619425,0.33690134,0.319829698,0.319221085,0.318934916,0.319499589,0.323450533,0.324735794,0.328051491,0.327624114,0.329497077,0.333138124,0.329215815,0.329560172,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share for Oil in Transport[1],,,,,,,,,,,0.944930517,0.945332009,0.947327132,0.948964539,0.951587178,0.953360649,0.954928155,0.958258218,0.957102102,0.958133278,0.960838638,0.960363234,0.959268212,0.95748292,0.957599636,0.956938779,0.957303702,0.955893082,0.953622435,0.956771008,0.953565277,0.951963349,0.953541348,0.952505385,0.952742555,0.953478805,0.952197697,0.951269368,0.948855765,0.946796893,0.941376786,0.940452681,0.941777519,,,dmnl,https://ourworldindata.org/energy-substitution-method,,,,
Energy demand 1.Share of Energy for Buildings[1],0.307557936,0.308835699,0.31642116,0.317568335,0.320032707,0.325949915,0.322802053,0.320171881,0.31790168,0.319265009,0.307381267,0.310565176,0.30983731,0.335062164,0.332274489,0.331904873,0.33559394,0.331295035,0.328237114,0.329707131,0.323978104,0.32504195,0.322294588,0.321539995,0.312142672,0.306719416,0.300724148,0.296079408,0.29885096,0.301688168,0.293809966,0.287607022,0.28398101,0.287011169,0.282148763,0.281722005,0.281923304,0.281647008,0.283060034,0.281933359,0.291792197,0.286782475,0.282922729,,,,,,,,
Energy demand 1.Share of Energy for Industry and Other[1],0.457475531,0.455505394,0.447048502,0.445609559,0.444981318,0.43776148,0.437590065,0.439291205,0.438310639,0.431551324,0.437166302,0.434643511,0.428967633,0.402753274,0.401589575,0.401013714,0.391270798,0.395122547,0.39232869,0.388214402,0.391867653,0.390679394,0.390644876,0.394133705,0.403357101,0.411099712,0.417459832,0.420269282,0.417981937,0.416358075,0.42742781,0.432673469,0.436621059,0.431150419,0.434709333,0.428802811,0.426055554,0.425125376,0.422948805,0.424141126,0.443775845,0.441745633,0.438942466,,,,,,,,
Energy demand 1.Share of Energy for Transportation[1],0.234966533,0.235658907,0.236530338,0.236822107,0.234985975,0.236288605,0.239607882,0.240536913,0.243787682,0.249183667,0.25545243,0.254791313,0.261195057,0.262184562,0.266135937,0.267081413,0.273135263,0.273582419,0.279434196,0.282078466,0.284154243,0.284278655,0.287060536,0.2843263,0.284500227,0.282180872,0.28181602,0.28365131,0.283167104,0.281953758,0.278762223,0.279719509,0.279397931,0.281838412,0.283141904,0.289475185,0.292021142,0.293227616,0.293991161,0.293925515,0.264431958,0.271471892,0.278134805,,,,,,,,
Energy demand.demand for energy[1],74852.77778,74466.66667,74038.88889,75244.44444,78711.11111,80900,82755.55556,85861.11111,89108.33333,90963.88889,92258.33333,92847.22222,93444.44444,93994.44444,95213.88889,97147.22222,100044.4444,100980.5556,101550,103305.5556,106025,107330.5556,109725,113763.8889,119488.8889,123475,126880.5556,130955.5556,132261.1111,130066.6667,136294.4444,139347.2222,141005.5556,143227.7778,144647.2222,145630.5556,147075,150052.7778,153791.6667,155277.7778,148908.3333,156461.1111,158622.2222,161188.8889,164505.5556,TWh, same as supply https://ourworldindata.org/grapher/energy-consumption-by-source-and-country?stackMode=absolute https://www.energyinst.org/__data/assets/pdf_file/0003/1055541/Methodology.pdf,,,,
Energy investments 2.Coal Gross Investments in Fossil Energy Capital[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82661451288,74251962602,67944846087,66033598659,64313475973,56764048630,48450122315,40614007858,32491206286,,c$,iea world energy investment 2023 data file,,,,
Energy investments 2.Coal Gross Investments in Fossil Fuel Extraction Capital[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43E+11,1.54E+11,1.60E+11,1.47E+11,1.30E+11,1.17E+11,97473618859,88299631202,90497565745,1.07E+11,97473618859,1.08E+11,1.30E+11,1.41E+11,,c$, 2010-2014 traced from iea world energy report page 60 2015-2023 iea world energy investment 2023 data file,,,,
Energy investments 2.Gas Gross Investments in Fossil Fuel Extraction Capital[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05E+11,3.33E+11,3.75E+11,3.95E+11,4.00E+11,3.56E+11,3.04E+11,2.94E+11,2.83E+11,2.59E+11,2.14E+11,2.22E+11,2.48E+11,2.64E+11,,c$, 2010-2014 traced from iea world energy report page 60 2015-2023 iea world energy investment 2023 data file,,,,
